household_type,income_group,year,inc_before_transfers_taxes,market_inc,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_inc,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_inc,dividends,corp_tax_borne_by_capital,other_market_inc,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
hh_with_children,middle_quintile,2014,96400,92900,69000,1400,6400,5200,100,900,3700,300,0,100,300,300,300,5000,3500,1900,1000,500,100
hh_with_children,middle_quintile,2015,100200,96600,71700,1500,6700,5400,100,800,3600,400,0,200,300,300,200,5500,3600,2000,1000,400,100
hh_with_children,middle_quintile,2016,101000,97500,72500,1600,7000,5400,100,800,3900,300,0,200,300,300,200,5000,3500,2000,1000,400,100
hh_with_children,middle_quintile,2017,103100,99500,74000,1600,7100,5500,100,600,4200,500,0,200,300,300,200,4900,3500,2000,1100,300,100
hh_with_children,middle_quintile,2018,105200,101700,76500,1800,6800,5800,100,600,3900,500,0,100,300,300,200,4800,3500,2000,1000,300,100
hh_with_children,middle_quintile,2019,109700,106100,79800,1900,7000,6000,100,600,4000,400,0,200,400,400,200,5100,3600,2100,1100,300,200
hh_with_children,middle_quintile,2020,107500,102400,77300,1900,6600,5800,100,600,3600,700,0,200,300,300,200,4900,5100,2000,1300,1700,200
hh_with_children,middle_quintile,2021,108800,104500,78600,2000,6600,5900,100,700,4300,1000,0,100,300,300,200,4400,4300,1900,1300,1000,100
hh_with_children,middle_quintile,2022,110300,106800,80800,2200,6400,6100,100,800,4000,500,0,100,400,400,200,4900,3400,1800,1200,300,100
hh_with_children,fourth_quintile,1979,108200,107100,87500,0,4000,4600,200,1200,3600,800,0,1600,300,400,700,2300,1100,600,100,300,100
hh_with_children,fourth_quintile,1980,105000,103700,85400,0,3500,4500,200,900,3100,700,0,1800,300,400,600,2300,1200,500,100,500,100
hh_with_children,fourth_quintile,1981,106500,105200,86700,0,3600,5100,200,800,2600,700,0,2000,300,400,500,2200,1300,600,100,500,100
hh_with_children,fourth_quintile,1982,105100,103600,85400,0,4000,5100,200,500,2400,500,0,2200,300,500,300,2200,1500,700,100,600,100
hh_with_children,fourth_quintile,1983,104800,103400,84800,0,4200,5100,200,600,2400,800,0,1900,300,400,300,2200,1400,600,100,500,100
hh_with_children,fourth_quintile,1984,111100,109800,88700,600,4300,5600,200,700,3200,700,100,2200,300,500,400,2400,1300,600,200,400,100
hh_with_children,fourth_quintile,1985,111000,109800,88500,800,4400,5800,200,700,3000,800,100,2100,200,400,400,2500,1200,500,100,400,200
hh_with_children,fourth_quintile,1986,114400,113300,90800,1000,4400,6100,200,700,2900,1200,100,1800,200,400,400,3000,1100,500,100,300,100
hh_with_children,fourth_quintile,1987,116200,114900,91000,1100,4900,6100,200,900,3700,700,100,1800,400,600,500,2900,1200,600,200,300,100
hh_with_children,fourth_quintile,1988,117200,116000,91000,1300,5100,6400,200,900,3900,600,100,1800,300,500,500,3300,1200,500,100,300,200
hh_with_children,fourth_quintile,1989,118900,117700,92100,1500,5300,6500,200,900,4000,500,100,2000,300,500,500,3300,1300,600,200,300,200
hh_with_children,fourth_quintile,1990,118800,117500,91500,1500,5500,6600,200,800,3900,500,100,1900,300,500,500,3500,1300,600,200,400,200
hh_with_children,fourth_quintile,1991,117000,115500,91200,1500,5300,6700,200,800,3200,500,100,1700,300,500,400,3400,1500,600,200,500,200
hh_with_children,fourth_quintile,1992,117800,116100,90400,1800,5900,6600,200,800,3700,500,100,1200,300,400,400,3500,1700,700,200,600,200
hh_with_children,fourth_quintile,1993,118800,117200,90700,1900,6600,6700,200,1000,3500,700,0,900,300,400,500,3600,1600,600,200,500,200
hh_with_children,fourth_quintile,1994,120900,119500,92300,2100,7000,6800,200,1100,3700,600,100,800,300,400,500,3600,1300,600,200,400,200
hh_with_children,fourth_quintile,1995,123900,122200,93300,2500,7200,7000,200,1200,3600,700,100,1000,400,500,600,4000,1700,700,300,400,200
hh_with_children,fourth_quintile,1996,126000,124500,94500,3000,7100,7100,200,1200,3800,800,100,900,400,500,600,4400,1500,700,300,300,200
hh_with_children,fourth_quintile,1997,129400,128000,97400,3100,6600,7300,200,1300,4000,1100,100,1000,400,600,600,4600,1400,700,300,300,100
hh_with_children,fourth_quintile,1998,135200,133800,101400,3500,6500,7700,200,1200,4400,1400,100,1000,400,500,600,5100,1400,700,300,300,200
hh_with_children,fourth_quintile,1999,139100,137700,104100,3800,6300,7900,200,1200,4600,1600,0,900,500,600,600,5500,1400,800,300,300,100
hh_with_children,fourth_quintile,2000,141800,140200,105800,4000,6600,8100,200,1200,4500,1700,100,1000,500,700,600,5400,1600,900,300,300,100
hh_with_children,fourth_quintile,2001,141500,139400,106200,4100,6900,8100,200,800,4600,500,100,1000,400,500,400,5600,2100,1100,400,500,200
hh_with_children,fourth_quintile,2002,137500,135200,104300,2900,7400,7700,200,700,4000,400,100,700,400,500,300,5600,2300,1100,400,700,200
hh_with_children,fourth_quintile,2003,139400,137200,104200,3400,8400,7700,200,1000,4300,300,100,600,400,400,400,5800,2200,1100,400,600,100
hh_with_children,fourth_quintile,2004,142500,140400,105100,3500,9500,7800,100,1300,4800,600,100,500,400,500,500,5700,2100,1100,400,500,100
hh_with_children,fourth_quintile,2005,145500,143500,106200,3700,9800,7900,100,1700,4900,1100,100,700,400,500,700,5700,2100,1000,500,400,100
hh_with_children,fourth_quintile,2006,148800,146700,108200,3800,9900,8000,100,1800,4900,1200,100,800,500,600,700,6000,2100,1200,500,400,100
hh_with_children,fourth_quintile,2007,153400,151100,111900,4000,9300,8300,100,1600,5000,1500,100,1100,500,700,700,6400,2300,1200,600,400,100
hh_with_children,fourth_quintile,2008,148600,146200,110100,3900,9200,8200,100,900,4500,400,100,900,500,600,400,6400,2300,1100,600,500,100
hh_with_children,fourth_quintile,2009,145100,141700,106800,3400,9300,7900,100,700,4300,300,100,600,400,500,300,6700,3500,1400,700,1300,100
hh_with_children,fourth_quintile,2010,145300,141800,106000,3400,9200,7800,100,1000,4900,400,100,500,500,500,400,7000,3500,1500,800,1200,100
hh_with_children,fourth_quintile,2011,145200,142000,106400,3400,9300,7900,100,1000,5000,300,100,400,500,500,400,6800,3200,1500,700,900,100
hh_with_children,fourth_quintile,2012,145500,142700,107200,3500,9200,8000,100,1200,5000,400,100,300,400,500,300,6400,2800,1400,600,800,100
hh_with_children,fourth_quintile,2013,149400,146300,109300,3600,9200,8200,100,1300,5200,700,100,300,500,500,500,6900,3100,1600,800,600,100
hh_with_children,fourth_quintile,2014,152000,149200,111100,3800,9100,8300,100,1400,5800,900,100,200,600,500,500,6800,2800,1500,700,400,100
hh_with_children,fourth_quintile,2015,157200,154300,115100,4000,9500,8600,100,1300,6000,900,100,300,600,600,500,6900,2900,1600,800,300,100
hh_with_children,fourth_quintile,2016,157900,155100,115900,4100,9400,8600,100,1300,5700,700,100,200,500,600,500,7400,2800,1500,700,300,200
hh_with_children,fourth_quintile,2017,161100,158200,118300,4300,9500,8900,100,1000,5900,1000,100,200,500,700,400,7400,2900,1600,900,300,100
hh_with_children,fourth_quintile,2018,163500,161000,121500,4500,9200,9100,100,900,5700,1200,100,300,600,700,400,6800,2500,1400,700,300,100
hh_with_children,fourth_quintile,2019,169000,166100,124700,4700,9500,9400,100,900,6300,1100,100,400,600,700,400,7300,2900,1600,900,200,100
hh_with_children,fourth_quintile,2020,170400,166100,124800,4800,9100,9400,100,900,6100,1600,100,300,600,700,400,7400,4400,1700,1100,1400,100
hh_with_children,fourth_quintile,2021,171200,167600,125400,5000,9000,9500,100,1000,6300,2300,0,200,500,600,300,7300,3600,1600,1100,700,100
hh_with_children,fourth_quintile,2022,174700,171500,130000,5300,8800,9800,100,1300,5800,1300,100,200,500,800,500,7100,3100,1600,1100,300,100
hh_with_children,highest_quintile,1979,203700,202600,136600,0,4700,5100,300,1800,18300,14100,800,5600,1600,3800,6300,3700,1100,700,100,200,100
hh_with_children,highest_quintile,1980,199600,198400,137200,0,4100,5300,200,1500,15200,13100,700,6600,1600,4000,4900,3900,1200,700,100,300,100
hh_with_children,highest_quintile,1981,199600,198400,138400,0,4400,5900,200,1200,12600,12800,900,8200,1700,4300,3900,3800,1200,700,100,300,100
hh_with_children,highest_quintile,1982,198000,196700,141000,0,4800,6300,200,700,11300,12400,1000,7400,1800,3900,2200,3700,1300,700,100,300,100
hh_with_children,highest_quintile,1983,208700,207600,142800,0,5200,6500,200,1000,13100,17400,1500,7200,1800,3700,3200,3900,1100,500,100,300,100
hh_with_children,highest_quintile,1984,225900,224700,151200,1000,5000,7100,300,1200,17500,18100,1800,8100,1800,3200,3700,4700,1200,700,200,200,100
hh_with_children,highest_quintile,1985,223000,222000,150600,1500,5400,7400,200,1100,14900,20400,1800,7000,1600,2900,3200,4000,1000,500,100,200,100
hh_with_children,highest_quintile,1986,259300,258200,155700,1700,5400,7700,200,1200,17500,44200,2600,6500,1500,5000,4300,4500,1100,500,100,300,200
hh_with_children,highest_quintile,1987,245600,244500,164400,1900,6000,8000,200,1600,21700,16000,1600,8100,1700,3600,4600,5000,1100,600,200,200,100
hh_with_children,highest_quintile,1988,257500,256500,169100,2300,6400,8300,200,1600,26400,16500,1400,8100,1500,3800,4500,6300,1000,500,100,200,200
hh_with_children,highest_quintile,1989,262900,261900,169800,2500,6500,8500,200,1600,27700,15700,1700,10100,1900,4400,4700,6600,1000,500,100,200,200
hh_with_children,highest_quintile,1990,249200,248100,166600,2600,6800,8700,200,1500,26100,10800,1300,8400,1600,3500,3900,6300,1100,500,200,200,200
hh_with_children,highest_quintile,1991,245400,244200,163500,2700,6700,8800,200,1300,26400,9500,1800,7900,1700,3600,3800,6300,1200,600,200,300,200
hh_with_children,highest_quintile,1992,252100,250800,168800,3300,7500,9300,200,1500,27500,10400,1600,5500,1800,3100,4100,6300,1300,600,200,300,100
hh_with_children,highest_quintile,1993,255400,254200,168800,3500,8400,9100,200,1700,27700,12300,1700,4600,2000,3200,5100,6000,1200,700,200,300,100
hh_with_children,highest_quintile,1994,259500,258300,170400,3800,9200,9600,200,1900,29100,11200,1600,4300,1900,3100,5300,6700,1200,600,200,200,100
hh_with_children,highest_quintile,1995,278700,277300,178700,4400,9500,10100,200,2100,31800,14100,1800,5700,2000,3900,6400,6500,1400,700,400,200,100
hh_with_children,highest_quintile,1996,295300,294000,185300,5200,9200,10200,200,2300,34000,19900,1500,5500,2100,4200,6700,7600,1400,800,300,200,100
hh_with_children,highest_quintile,1997,312200,310900,193000,5200,8300,10600,200,2400,34400,27300,1700,5500,2200,4900,7300,8000,1200,700,300,200,100
hh_with_children,highest_quintile,1998,339400,338300,208500,5700,8300,11200,200,2300,38000,34100,1800,5900,2100,4700,7200,8200,1100,600,300,200,100
hh_with_children,highest_quintile,1999,366400,365400,219700,6200,8100,11800,200,2400,40400,43700,1900,5900,2100,5400,7900,9800,1100,500,200,200,100
hh_with_children,highest_quintile,2000,390000,388600,230700,6400,8300,12100,200,2400,39800,52300,2100,6900,2400,6400,8400,10100,1400,700,300,200,200
hh_with_children,highest_quintile,2001,354900,353300,225400,6400,9000,12300,200,1600,40700,26500,2100,6800,2300,4900,5800,9300,1700,1000,300,300,100
hh_with_children,highest_quintile,2002,333500,331800,215600,7100,9900,11900,200,1500,41700,17600,2000,4600,2100,3900,4900,8900,1700,900,300,400,100
hh_with_children,highest_quintile,2003,348200,346500,215800,9200,10900,12000,100,2000,43100,23200,1900,4500,2200,4800,7700,9100,1700,900,300,500,100
hh_with_children,highest_quintile,2004,373800,372000,221500,9700,11900,12200,100,2500,46700,33300,1800,4500,2200,6600,9600,9300,1800,1100,300,300,100
hh_with_children,highest_quintile,2005,402600,401000,225600,10400,12100,12200,100,3400,53100,44200,2000,6300,2400,6900,12600,9600,1600,900,300,200,100
hh_with_children,highest_quintile,2006,440500,438800,236000,10800,12200,12500,100,3800,57800,55200,3100,9700,2500,9400,15500,10100,1700,900,400,300,100
hh_with_children,highest_quintile,2007,467100,465300,249300,11200,11400,12900,100,3400,58600,65500,3400,11600,2600,11100,13900,10400,1800,1000,400,200,100
hh_with_children,highest_quintile,2008,408300,406500,239700,11300,11600,12900,100,2000,53400,33500,2900,8100,2700,9200,8100,10900,1800,1000,400,300,100
hh_with_children,highest_quintile,2009,364700,362200,228500,10900,11900,13000,100,1500,48700,15500,2300,5400,2200,5700,5600,10900,2500,1200,500,800,100
hh_with_children,highest_quintile,2010,394500,392200,233700,10800,11400,12900,100,2100,51600,28600,2500,5500,2400,8100,9700,12800,2400,1100,500,700,100
hh_with_children,highest_quintile,2011,389700,387200,236900,11000,11400,12800,100,2100,50200,25400,2100,4200,2600,7000,8600,12700,2500,1300,500,600,100
hh_with_children,highest_quintile,2012,428100,425900,244700,11200,11400,13100,100,2600,60100,39300,2100,4600,2800,10500,10400,13000,2200,1200,500,400,100
hh_with_children,highest_quintile,2013,415400,413200,245700,11700,11200,13400,100,2800,57600,31100,2000,4200,2900,8200,11000,11500,2200,1200,500,300,100
hh_with_children,highest_quintile,2014,441800,439600,253700,11900,11000,13700,100,3100,59500,43200,1800,4000,3200,9800,12500,12000,2200,1300,600,300,100
hh_with_children,highest_quintile,2015,465200,462800,267300,12500,11000,14200,100,3000,66100,44500,1900,4300,2800,10600,12400,12200,2400,1400,700,200,100
hh_with_children,highest_quintile,2016,446000,443600,264000,12800,11200,14200,100,2800,62200,36600,1500,3800,2700,9000,10900,12100,2300,1500,600,200,100
hh_with_children,highest_quintile,2017,469700,467500,271500,13000,11200,14700,100,2100,67300,48200,1600,4300,2900,10100,8300,12200,2200,1300,600,200,100
hh_with_children,highest_quintile,2018,456900,454800,271700,13600,11200,14900,100,2000,59600,45300,1400,4000,2600,9400,6900,12200,2100,1300,600,200,100
hh_with_children,highest_quintile,2019,470600,468500,284500,14100,11400,15500,100,1900,60500,42900,1400,4700,2900,9700,6700,12300,2100,1200,600,200,100
hh_with_children,highest_quintile,2020,500400,497200,293900,14400,11300,16100,100,2000,62800,58400,1400,3900,3100,9400,7100,13300,3200,1400,800,1000,100
hh_with_children,highest_quintile,2021,576600,574200,307600,14600,10900,16100,100,2400,78700,101800,1200,3400,2800,12100,8900,13600,2400,1200,700,500,0
hh_with_children,highest_quintile,2022,523700,521400,303600,15000,10700,16200,100,2900,74300,55900,1100,3800,3400,10600,10300,13400,2300,1100,900,200,100
hh_with_children,percentiles_81_90,1979,145600,144600,114100,0,4600,5300,300,1500,7200,2400,100,3000,600,800,1700,2900,1000,600,100,300,100
hh_with_children,percentiles_81_90,1980,142700,141500,112700,0,4100,5400,200,1200,6500,2000,100,3300,600,900,1300,3100,1200,600,100,400,100
hh_with_children,percentiles_81_90,1981,142200,141000,112700,0,4300,6000,200,1000,5100,1500,100,4100,600,1100,1000,3300,1200,700,100,300,100
hh_with_children,percentiles_81_90,1982,141400,140000,113200,0,4700,6200,200,600,4000,1600,100,4000,700,1100,600,2900,1400,700,100,400,100
hh_with_children,percentiles_81_90,1983,142100,141000,113300,0,5000,6300,300,800,4500,2000,100,3800,600,900,700,2700,1200,500,100,400,100
hh_with_children,percentiles_81_90,1984,151300,150100,118400,900,4800,6900,300,1000,6200,1800,200,3900,800,900,800,3100,1300,700,200,300,100
hh_with_children,percentiles_81_90,1985,151000,150100,119300,1400,5100,7200,200,900,5100,2000,200,3300,600,800,700,3100,1000,500,100,300,100
hh_with_children,percentiles_81_90,1986,157900,156800,122700,1600,5200,7600,200,1000,6200,2900,300,3000,500,900,700,3900,1200,500,100,300,200
hh_with_children,percentiles_81_90,1987,160200,159200,124000,1800,5600,7700,200,1200,6900,1800,200,3100,500,1100,1000,4000,1100,500,200,200,200
hh_with_children,percentiles_81_90,1988,162600,161600,125600,2100,6000,8000,200,1300,6700,1600,200,3100,500,1000,1000,4300,1000,500,100,200,200
hh_with_children,percentiles_81_90,1989,164900,163900,126100,2300,6100,8100,200,1200,7200,1700,300,3600,600,1200,1000,4400,1000,400,100,300,100
hh_with_children,percentiles_81_90,1990,163800,162700,125500,2400,6200,8400,200,1100,6400,1400,200,3400,500,1100,1000,4800,1100,500,200,200,200
hh_with_children,percentiles_81_90,1991,161500,160200,123400,2400,6200,8500,200,1000,7000,1500,300,2900,500,900,900,4500,1300,500,200,400,200
hh_with_children,percentiles_81_90,1992,162800,161400,124000,3000,7000,8600,200,1100,6700,1300,200,2000,500,900,900,4900,1500,600,200,400,200
hh_with_children,percentiles_81_90,1993,163900,162700,124100,3000,8000,8500,200,1300,7200,1300,200,1600,600,900,1000,4800,1300,700,200,300,100
hh_with_children,percentiles_81_90,1994,166900,165600,126000,3400,8500,8800,200,1400,6800,1400,200,1500,600,800,1100,5000,1300,600,200,300,100
hh_with_children,percentiles_81_90,1995,172800,171300,128500,4100,8800,9100,200,1600,7400,1600,200,1800,600,1000,1200,5100,1600,800,400,300,100
hh_with_children,percentiles_81_90,1996,177400,176100,130800,4900,8500,9100,200,1700,8300,2000,200,1900,700,900,1200,5700,1300,700,300,200,100
hh_with_children,percentiles_81_90,1997,181700,180600,134400,4900,7600,9500,200,1700,8200,3000,200,1700,700,1200,1300,5900,1200,600,300,200,100
hh_with_children,percentiles_81_90,1998,190400,189200,142000,5500,7600,10000,200,1600,8500,3100,100,1700,600,1100,1100,6200,1100,600,200,200,100
hh_with_children,percentiles_81_90,1999,197500,196400,145900,6000,7400,10400,200,1700,8800,3800,100,1600,600,1400,1200,7400,1200,500,200,200,200
hh_with_children,percentiles_81_90,2000,201900,200600,147900,6200,7600,10500,200,1600,9000,4300,200,1800,1000,1500,1300,7400,1300,700,300,200,200
hh_with_children,percentiles_81_90,2001,201000,199200,150800,6300,8300,10900,200,1100,8200,1400,200,1800,700,1100,800,7400,1700,1000,300,300,100
hh_with_children,percentiles_81_90,2002,195900,194000,146800,5900,9100,10500,200,1000,8500,900,300,1200,700,900,700,7400,1900,1000,300,500,100
hh_with_children,percentiles_81_90,2003,199200,197300,146100,7000,10100,10400,200,1400,8700,1400,200,1300,700,1100,1000,7700,1900,900,400,500,100
hh_with_children,percentiles_81_90,2004,204400,202500,148200,7100,11300,10600,200,1800,8700,2200,200,1000,900,1200,1200,8000,1900,1100,400,400,100
hh_with_children,percentiles_81_90,2005,209300,207700,149600,7700,11600,10600,100,2300,10500,2800,200,1200,800,1100,1400,7700,1500,800,300,300,100
hh_with_children,percentiles_81_90,2006,215800,214000,153400,8000,11700,10900,100,2600,10000,3400,200,1700,800,1300,1600,8200,1800,1000,400,300,100
hh_with_children,percentiles_81_90,2007,220200,218300,157800,8300,11000,11200,100,2200,9900,3900,200,2000,900,1600,1400,7800,1900,1100,400,300,100
